                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.2672,                  1.099,                  1.389,                  1.315,                 1.2131,                 1.3762,                 0.5213,                0.64729,                0.58655,                0.32598,                 1.5714,                 2.3329,                 2.0006,                 1.5827,                 2.2618,                 2.0008,             0.00049487,             0.00049487,             0.00049487
                     34,                 1.2392,                 1.0774,                 1.3743,                 1.2918,                 1.1905,                 1.3602,                0.63399,                 0.6103,                  0.588,                0.33881,                 1.5345,                 1.6685,                 1.9993,                 1.5626,                  1.743,                 2.0103,              0.0004878,              0.0004878,              0.0004878
                     35,                 1.2637,                 1.1081,                 1.3812,                 1.3145,                 1.2315,                 1.3633,                0.66564,                0.63358,                0.63222,                 0.3612,                 1.5256,                 1.3308,                 2.0116,                 1.6136,                 1.3075,                 2.0921,             0.00048074,             0.00048074,             0.00048074
                     36,                 1.2671,                 1.0697,                  1.378,                 1.3134,                 1.1716,                 1.3599,                0.61656,                0.64697,                0.61624,                0.35463,                 1.4659,                  1.683,                 1.8736,                 1.5069,                 1.6625,                 1.8956,             0.00047367,             0.00047367,             0.00047367
                     37,                 1.2501,                 1.0666,                 1.3713,                 1.2962,                 1.1552,                 1.3557,                0.61803,                 0.6692,                0.63875,                0.35131,                 1.5138,                 1.2722,                 1.9615,                 1.5667,                 1.2449,                 2.0015,              0.0004666,              0.0004666,              0.0004666
                     38,                 1.2625,                  1.065,                 1.3709,                 1.3225,                 1.1643,                 1.3604,                0.63682,                0.63245,                0.63827,                0.35224,                 1.5668,                 1.4145,                 1.9762,                 1.6195,                 1.4452,                 2.0115,             0.00045953,             0.00045953,             0.00045953
                     39,                 1.2373,                 1.0493,                 1.3653,                 1.2896,                 1.1392,                 1.3558,                 0.6699,                0.72798,                 0.6803,                0.37513,                 1.4814,                 1.0987,                 1.8989,                 1.5363,                 1.0678,                 1.9469,             0.00045246,             0.00045246,             0.00045246
                     40,                 1.2357,                 1.0405,                 1.3631,                 1.2817,                 1.1329,                 1.3495,                0.61362,                0.70696,                0.64152,                0.36047,                 1.5134,                 1.4505,                 1.9544,                 1.5656,                 1.4202,                 1.9501,             0.00044539,             0.00044539,             0.00044539
                     41,                 1.2486,                 1.0579,                   1.37,                 1.3051,                 1.1477,                 1.3498,                0.63709,                0.65147,                0.64858,                0.36265,                 1.4893,                  1.432,                 1.9055,                 1.5319,                 1.3641,                 1.9197,             0.00043832,             0.00043832,             0.00043832
                     42,                 1.2186,                 1.0315,                 1.3467,                 1.2657,                  1.139,                 1.3306,                 0.6662,                0.68177,                0.72224,                0.42261,                 1.4517,                 1.1112,                 1.8788,                 1.4963,                 1.1016,                 1.8943,             0.00043126,             0.00043126,             0.00043126
                     43,                 1.1913,                 1.0119,                 1.3457,                 1.2457,                 1.0948,                 1.3361,                0.68902,                0.67737,                0.70545,                0.41937,                 1.4473,                 1.0408,                  1.848,                 1.5202,                 1.0389,                 1.8882,             0.00042419,             0.00042419,             0.00042419
                     44,                  1.245,                 1.0318,                 1.3656,                 1.2954,                 1.1377,                 1.3494,                0.69418,                0.68331,                0.68051,                0.37935,                 1.5152,                 1.1557,                 1.9879,                 1.5569,                 1.1448,                 2.0016,             0.00041712,             0.00041712,             0.00041712
                     45,                 1.2183,                 1.0178,                 1.3704,                 1.2736,                 1.1124,                 1.3613,                0.61045,                 0.6281,                0.62724,                0.35392,                 1.5083,                 1.6415,                 1.9118,                 1.5382,                 1.6451,                 1.9177,             0.00041005,             0.00041005,             0.00041005
                     46,                 1.1951,                0.98765,                  1.338,                 1.2492,                 1.0756,                 1.3317,                0.66407,                0.60315,                0.66073,                0.39872,                 1.4005,                 1.3325,                 1.7992,                  1.457,                 1.3838,                 1.8295,             0.00040298,             0.00040298,             0.00040298
                     47,                 1.1889,                0.97244,                 1.3349,                 1.2356,                 1.0559,                 1.3278,                0.71031,                0.67317,                0.70032,                0.40599,                 1.4514,                 1.0181,                 1.8832,                 1.4902,                 1.0709,                 1.8916,             0.00039591,             0.00039591,             0.00039591
                     48,                 1.2148,                0.97758,                 1.3452,                 1.2736,                 1.0618,                 1.3342,                0.64099,                0.68989,                0.68737,                 0.4105,                 1.4691,                 1.2865,                 1.9137,                 1.4995,                 1.2736,                  1.915,             0.00038884,             0.00038884,             0.00038884
                     49,                 1.1928,                0.97393,                 1.3353,                 1.2479,                 1.0667,                 1.3289,                0.63336,                0.68759,                0.65084,                0.37249,                 1.4377,                 1.3028,                 1.8632,                 1.4874,                 1.2725,                 1.8715,             0.00038178,             0.00038178,             0.00038178
                     50,                 1.1748,                 0.9585,                 1.3335,                 1.2252,                 1.0357,                 1.3257,                0.63162,                0.65283,                0.67089,                0.38848,                 1.4622,                 1.5017,                 1.8778,                 1.5183,                  1.507,                 1.9229,             0.00037471,             0.00037471,             0.00037471
                     51,                 1.1982,                0.95478,                 1.3329,                 1.2388,                 1.0434,                 1.3216,                0.67474,                0.70079,                0.71948,                 0.4157,                 1.5561,                  1.127,                 2.0344,                 1.6041,                  1.076,                 2.0587,             0.00036764,             0.00036764,             0.00036764
                     52,                 1.1851,                  0.943,                 1.3297,                 1.2441,                 1.0298,                 1.3229,                0.70647,                0.63865,                0.71682,                0.41743,                 1.4669,                 1.0765,                 1.8815,                 1.5233,                  1.087,                 1.9096,             0.00036057,             0.00036057,             0.00036057
                     53,                 1.1636,                0.94578,                 1.3237,                 1.2108,                 1.0286,                 1.3186,                0.63729,                0.71635,                0.66881,                0.37598,                 1.5181,                 1.1429,                   1.99,                 1.5485,                 1.1407,                 1.9751,              0.0003535,              0.0003535,              0.0003535
                     54,                  1.152,                0.91072,                 1.3026,                 1.2116,                0.99468,                 1.3011,                0.71123,                0.68106,                0.71243,                 0.4107,                 1.4252,                 1.0849,                  1.807,                 1.4563,                 1.1297,                 1.8216,             0.00034643,             0.00034643,             0.00034643
                     55,                  1.166,                 0.9145,                 1.3127,                 1.2267,                0.98469,                 1.3076,                0.65418,                0.69133,                0.68972,                0.39496,                 1.4692,                 1.3576,                 1.8886,                 1.5046,                 1.3737,                 1.9047,             0.00033936,             0.00033936,             0.00033936
                     56,                 1.1774,                0.92416,                 1.3254,                 1.2272,                 1.0149,                 1.3185,                0.65554,                0.67346,                0.70284,                0.40901,                 1.4807,                 1.2518,                 1.8964,                 1.5196,                 1.2195,                 1.9182,              0.0003323,              0.0003323,              0.0003323
                     57,                  1.163,                0.91537,                 1.3191,                 1.2138,                0.99079,                 1.3135,                0.61341,                 0.6843,                0.65642,                0.36752,                 1.4759,                 1.6625,                 1.9243,                 1.5217,                 1.6303,                  1.942,             0.00032523,             0.00032523,             0.00032523
                     58,                 1.1588,                 0.9253,                 1.3188,                 1.2145,                 1.0086,                 1.3136,                0.67999,                0.66147,                0.66436,                0.37532,                  1.481,                 1.3603,                 1.9123,                 1.5323,                 1.3316,                 1.9411,             0.00031816,             0.00031816,             0.00031816
                     59,                 1.1458,                0.91191,                 1.3096,                 1.1909,                0.99115,                 1.3058,                0.66215,                0.70112,                0.68311,                0.37374,                 1.5353,                 1.3129,                 1.9855,                 1.5756,                 1.2656,                 2.0027,             0.00031109,             0.00031109,             0.00031109
                     60,                 1.1275,                0.88263,                 1.2955,                 1.1782,                0.97035,                 1.2881,                0.70286,                0.67182,                0.72214,                0.42025,                 1.4651,                 1.1583,                 1.9157,                 1.5121,                 1.1399,                 1.9382,             0.00030402,             0.00030402,             0.00030402
                     61,                 1.1485,                0.89418,                  1.309,                 1.2014,                0.97499,                 1.3034,                0.67945,                0.70387,                0.69936,                0.39663,                 1.4626,                 1.0622,                 1.8745,                 1.5228,                 1.0373,                 1.9242,             0.00029695,             0.00029695,             0.00029695
                     62,                 1.1402,                0.89134,                 1.3099,                 1.1976,                0.96658,                 1.3044,                 0.7131,                0.70005,                0.76994,                0.45392,                 1.4756,                 1.0389,                 1.9295,                 1.5301,                0.99948,                 1.9513,             0.00028988,             0.00028988,             0.00028988
                     63,                 1.1349,                0.85599,                 1.2911,                 1.1869,                0.92721,                 1.2853,                0.71522,                0.70112,                0.72317,                0.40544,                 1.5594,                 1.0604,                 2.0072,                  1.601,                 1.0518,                 2.0145,             0.00028282,             0.00028282,             0.00028282
                     64,                 1.1314,                0.87095,                 1.2936,                 1.1849,                0.96681,                 1.2858,                0.64209,                0.70508,                0.68832,                0.38743,                 1.4869,                 1.2062,                 1.9446,                 1.5369,                 1.1609,                 1.9821,             0.00027575,             0.00027575,             0.00027575
                     65,                 1.1384,                0.87017,                 1.2926,                 1.1946,                0.94508,                 1.2896,                0.70567,                0.70291,                0.70581,                0.40153,                  1.453,                0.96054,                 1.8936,                 1.5189,                0.94659,                 1.9413,             0.00026868,             0.00026868,             0.00026868
                     66,                 1.1135,                0.84523,                 1.2905,                 1.1679,                0.92629,                 1.2825,                0.66411,                0.73356,                0.68512,                0.38819,                 1.4698,                 1.1864,                  1.952,                 1.5253,                 1.1887,                 1.9752,             0.00026161,             0.00026161,             0.00026161
                     67,                 1.0992,                0.85195,                 1.2788,                 1.1593,                0.92793,                 1.2756,                0.65113,                0.70886,                0.65734,                0.38123,                 1.4371,                 1.2919,                 1.8799,                  1.446,                  1.353,                 1.8884,             0.00025454,             0.00025454,             0.00025454
                     68,                 1.1142,                0.83966,                 1.2885,                 1.1578,                0.91436,                 1.2853,                0.70506,                0.61726,                0.65924,                0.38137,                 1.4945,                 1.4975,                 1.9309,                 1.5156,                 1.4999,                 1.9259,             0.00024747,             0.00024747,             0.00024747
                     69,                  1.105,                0.82782,                 1.2829,                 1.1513,                0.90855,                 1.2758,                0.63354,                0.69795,                0.65694,                0.36585,                 1.5447,                 1.5386,                 2.0175,                 1.5514,                 1.5095,                 2.0068,              0.0002404,              0.0002404,              0.0002404
                     70,                 1.0877,                 0.8088,                 1.2706,                 1.1408,                0.88563,                 1.2715,                0.67425,                0.69394,                0.67111,                0.38193,                 1.4585,                 1.2876,                 1.8932,                 1.4985,                 1.3242,                 1.9217,             0.00023334,             0.00023334,             0.00023334
                     71,                 1.1139,                0.83308,                 1.2814,                 1.1743,                0.91883,                 1.2812,                0.68208,                0.71342,                 0.7149,                0.40776,                 1.5635,                 1.1352,                 1.9977,                    1.6,                  1.196,                 1.9988,             0.00022627,             0.00022627,             0.00022627
                     72,                 1.0933,                0.82918,                 1.2781,                 1.1443,                0.90721,                 1.2769,                0.69762,                0.68589,                0.69599,                0.40291,                 1.4489,                 1.1201,                 1.9248,                 1.4947,                 1.1643,                 1.9529,              0.0002192,              0.0002192,              0.0002192
                     73,                 1.0773,                0.82241,                 1.2738,                 1.1263,                0.88863,                  1.272,                0.64457,                  0.697,                0.69531,                0.39564,                 1.4783,                 1.3599,                 1.9376,                 1.5232,                 1.3294,                 1.9578,             0.00021213,             0.00021213,             0.00021213
                     74,                 1.0873,                0.81333,                 1.2656,                 1.1383,                0.90135,                 1.2597,                0.70364,                0.71143,                0.71189,                0.40545,                 1.4744,                 1.0347,                 1.9254,                 1.5163,                 1.0244,                 1.9325,             0.00020506,             0.00020506,             0.00020506
                     75,                 1.0934,                0.81916,                  1.278,                 1.1443,                0.90455,                 1.2766,                0.69721,                0.74226,                0.76175,                0.42277,                 1.4496,                 1.0294,                 1.8901,                 1.5096,                 1.0215,                 1.9204,             0.00019799,             0.00019799,             0.00019799
                     76,                 1.0831,                  0.817,                 1.2721,                 1.1359,                0.88642,                 1.2739,                0.68862,                0.71232,                0.69666,                0.38892,                 1.4696,                 1.1473,                 1.9238,                 1.5211,                 1.1816,                 1.9462,             0.00019092,             0.00019092,             0.00019092
                     77,                 1.0823,                0.81702,                 1.2716,                 1.1349,                0.89851,                 1.2706,                0.68619,                 0.7559,                0.71774,                0.40996,                 1.4565,                 1.0265,                 1.9178,                 1.5009,                 1.0695,                 1.9369,             0.00018385,             0.00018385,             0.00018385
                     78,                 1.0625,                0.78707,                  1.265,                 1.1107,                0.84778,                 1.2593,                0.70443,                0.68859,                0.70486,                  0.399,                 1.4993,                 1.2643,                 1.9752,                 1.5347,                 1.3429,                 1.9794,             0.00017679,             0.00017679,             0.00017679
                     79,                 1.0773,                0.78617,                  1.262,                 1.1381,                0.85685,                 1.2645,                0.69976,                0.68759,                0.68142,                0.38953,                 1.4448,                 1.1776,                 1.9066,                 1.4655,                 1.2072,                 1.9056,             0.00016972,             0.00016972,             0.00016972
                     80,                 1.0678,                0.78574,                 1.2605,                 1.1141,                0.85611,                 1.2593,                0.69784,                0.69635,                0.72067,                0.40632,                 1.4696,                 1.1084,                 1.9226,                 1.5003,                 1.1505,                 1.9319,             0.00016265,             0.00016265,             0.00016265
