                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.93626,                0.89563,                  1.303,                 1.0221,                0.97907,                 1.3241,                0.69137,                 0.6697,                0.71492,                0.41645,                 1.3683,                 1.0716,                 1.7291,                 1.4005,                 1.1138,                 1.7156,             0.00092413,             0.00092413,             0.00092413
                     82,                0.93114,                0.88646,                 1.3093,                 1.0124,                0.96913,                 1.3333,                0.68723,                0.63981,                0.69556,                0.39663,                  1.383,                 1.1429,                  1.776,                 1.4026,                 1.1937,                  1.765,                0.00092,                0.00092,                0.00092
                     83,                0.93112,                0.88516,                 1.3058,                 1.0182,                0.97247,                 1.3314,                0.69209,                0.67044,                0.72108,                0.41773,                 1.3375,                 1.0891,                 1.7283,                 1.3789,                 1.1155,                 1.7191,             0.00091588,             0.00091588,             0.00091588
                     84,                0.92869,                0.86969,                    1.3,                 1.0095,                 0.9618,                 1.3139,                0.69729,                0.65915,                0.72425,                0.41682,                 1.3417,                 1.0597,                 1.6991,                 1.3941,                 1.0949,                  1.711,             0.00091175,             0.00091175,             0.00091175
                     85,                 0.9199,                0.86004,                 1.2998,                 1.0017,                0.95009,                  1.318,                0.71327,                0.65829,                0.72919,                0.41473,                  1.349,                 1.0607,                  1.736,                 1.3842,                 1.0948,                 1.7279,             0.00090763,             0.00090763,             0.00090763
                     86,                0.91843,                0.85488,                 1.3035,                0.99599,                0.92257,                 1.3267,                0.69769,                0.63822,                0.70133,                0.40471,                 1.3565,                 1.0998,                 1.7233,                 1.4016,                 1.1286,                 1.7153,              0.0009035,              0.0009035,              0.0009035
                     87,                0.91212,                0.85886,                 1.2972,                0.99324,                0.92865,                 1.3111,                0.70309,                0.65316,                0.72674,                0.42057,                 1.3432,                  1.058,                 1.7443,                 1.3834,                 1.0907,                 1.7126,             0.00089938,             0.00089938,             0.00089938
                     88,                0.91546,                 0.8561,                 1.2904,                 1.0033,                0.92679,                 1.3103,                0.67937,                 0.6743,                0.72467,                0.41367,                 1.3749,                 1.0554,                 1.7625,                    1.4,                 1.1117,                 1.7355,             0.00089525,             0.00089525,             0.00089525
                     89,                 0.9174,                0.85362,                 1.2902,                 1.0002,                 0.9475,                 1.3112,                0.69215,                 0.6663,                0.71527,                0.41602,                 1.3511,                 1.0421,                 1.7397,                 1.3849,                 1.1171,                 1.7231,             0.00089112,             0.00089112,             0.00089112
                     90,                0.91536,                 0.8375,                 1.2987,                 1.0052,                0.91172,                 1.3238,                0.68269,                0.64452,                0.70331,                0.40499,                 1.3629,                 1.1182,                   1.74,                 1.4046,                 1.1717,                 1.7195,               0.000887,               0.000887,               0.000887
                     91,                0.90436,                0.83786,                 1.2881,                0.99211,                 0.9175,                 1.3089,                0.71199,                0.64636,                0.71671,                0.41687,                 1.3474,                 1.0763,                 1.7297,                 1.3896,                  1.134,                 1.7226,             0.00088288,             0.00088288,             0.00088288
