                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 1.1431,                0.89456,                 1.3091,                 1.2157,                0.94497,                 1.3114,                0.66358,                 0.6704,                0.63107,                0.36582,                 1.5869,                 1.8297,                 2.1327,                 1.6166,                 1.7972,                 2.1162,             0.00042654,             0.00042654,             0.00042654
                     64,                 1.1772,                0.89726,                 1.3193,                 1.2645,                0.93448,                  1.321,                0.70652,                0.64931,                0.73669,                0.44068,                  1.524,                 1.2021,                 2.0063,                 1.5676,                 1.2145,                 2.0152,             0.00042183,             0.00042183,             0.00042183
                     65,                 1.1603,                0.87002,                  1.316,                 1.2365,                0.91243,                 1.3196,                0.71362,                0.66385,                 0.7123,                0.41762,                  1.512,                 1.1909,                 2.0276,                  1.537,                 1.1936,                 2.0054,             0.00041712,             0.00041712,             0.00041712
                     66,                 1.1449,                0.86342,                 1.3173,                 1.2196,                0.89875,                 1.3206,                0.68657,                0.71931,                0.76682,                0.44892,                 1.5286,                 1.0795,                 2.0231,                 1.5647,                 1.0973,                 2.0274,             0.00041241,             0.00041241,             0.00041241
                     67,                 1.1566,                0.86856,                 1.3237,                  1.229,                0.92543,                 1.3275,                0.68775,                0.65491,                0.68408,                0.39367,                 1.5477,                 1.3921,                 2.0147,                 1.5851,                 1.3523,                 2.0108,             0.00040769,             0.00040769,             0.00040769
                     68,                 1.1242,                0.87336,                 1.3062,                 1.1978,                0.92594,                 1.3131,                0.73834,                0.65043,                0.74618,                0.43558,                   1.52,                 1.1509,                 2.0001,                 1.5451,                 1.1881,                 1.9963,             0.00040298,             0.00040298,             0.00040298
                     69,                 1.1519,                0.86411,                 1.3095,                 1.2215,                0.90561,                  1.313,                0.72936,                 0.6522,                0.71965,                0.41995,                 1.5611,                 1.4766,                 2.0602,                 1.5879,                 1.5211,                 2.0567,             0.00039827,             0.00039827,             0.00039827
                     70,                 1.1257,                 0.8458,                 1.3112,                 1.1998,                0.89391,                 1.3155,                0.67229,                0.70174,                0.71865,                0.41326,                 1.5547,                 1.1088,                 2.0638,                 1.5876,                 1.1615,                 2.0624,             0.00039356,             0.00039356,             0.00039356
                     71,                 1.1424,                0.85133,                 1.3085,                 1.2135,                0.90463,                 1.3076,                0.65756,                0.66944,                0.65301,                0.37642,                 1.5441,                 1.5236,                  2.042,                 1.5639,                 1.5411,                 2.0368,             0.00038884,             0.00038884,             0.00038884
                     72,                 1.1279,                0.83725,                 1.3041,                  1.202,                0.88698,                 1.3045,                0.67295,                0.68834,                0.74496,                  0.433,                  1.509,                 1.2199,                 1.9846,                 1.5464,                 1.2615,                 1.9854,             0.00038413,             0.00038413,             0.00038413
                     73,                 1.1088,                0.83602,                 1.3047,                 1.1816,                0.86563,                 1.3078,                 0.6648,                0.71009,                0.70991,                0.40221,                 1.5361,                 1.4073,                 2.0424,                 1.5639,                 1.4531,                 2.0336,             0.00037942,             0.00037942,             0.00037942
                     74,                 1.1223,                0.84301,                 1.2949,                 1.1935,                0.87575,                 1.2977,                0.65721,                0.71267,                0.71929,                0.41852,                 1.4933,                 1.2309,                 1.9814,                  1.525,                 1.2656,                 1.9867,             0.00037471,             0.00037471,             0.00037471
                     75,                 1.1162,                0.83279,                 1.2978,                 1.1831,                0.86656,                 1.2981,                 0.7279,                0.65875,                0.74745,                0.43096,                 1.5422,                 1.1784,                 2.0412,                   1.57,                 1.2308,                 2.0479,             0.00036999,             0.00036999,             0.00036999
                     76,                 1.1199,                0.80748,                 1.2862,                 1.1918,                0.82118,                 1.2823,                0.70945,                0.66809,                 0.7454,                0.43571,                 1.5491,                 1.1113,                 2.0612,                  1.581,                 1.1333,                 2.0606,             0.00036528,             0.00036528,             0.00036528
                     77,                 1.1013,                0.80939,                 1.2836,                 1.1756,                0.84334,                 1.2873,                0.69839,                0.68933,                0.69524,                0.40211,                 1.5173,                 1.2019,                 2.0152,                 1.5373,                 1.2318,                 1.9962,             0.00036057,             0.00036057,             0.00036057
                     78,                 1.1035,                0.80559,                 1.2851,                 1.1808,                0.82838,                 1.2871,                0.68626,                0.67388,                0.71168,                0.41085,                 1.4962,                 1.2661,                 1.9671,                 1.5203,                 1.3128,                 1.9703,             0.00035586,             0.00035586,             0.00035586
                     79,                 1.1072,                0.81625,                 1.2874,                 1.1798,                0.85819,                 1.2945,                0.72558,                0.65761,                0.72112,                0.41461,                 1.5317,                 1.2447,                 2.0449,                  1.563,                 1.2424,                 2.0286,             0.00035115,             0.00035115,             0.00035115
