                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.93689,                 0.8307,                 1.2363,                 1.0192,                0.90848,                 1.2533,                0.73925,                0.66615,                 0.7383,                0.43617,                 1.3327,                 1.0514,                 1.5829,                 1.3919,                 1.0935,                 1.5896,             0.00044068,             0.00044068,             0.00044068
                     61,                0.91886,                0.82246,                 1.2417,                 1.0103,                0.89376,                 1.2564,                0.75084,                 0.6647,                0.73912,                 0.4234,                 1.3655,                 1.0454,                 1.5854,                 1.4196,                 1.1139,                 1.5887,             0.00043597,             0.00043597,             0.00043597
                     62,                0.90163,                0.79183,                 1.2252,                0.99158,                0.84812,                 1.2404,                0.72347,                0.69078,                0.74549,                0.43236,                 1.3625,                 1.0325,                 1.6001,                 1.4205,                 1.0768,                 1.5949,             0.00043126,             0.00043126,             0.00043126
                     63,                0.91825,                0.80015,                 1.2424,                0.99532,                0.85469,                 1.2574,                0.71427,                0.66901,                0.74086,                0.42636,                 1.3634,                 1.0795,                 1.5899,                  1.397,                 1.1547,                 1.5839,             0.00042654,             0.00042654,             0.00042654
                     64,                0.89957,                0.81182,                 1.2215,                0.98654,                0.87769,                 1.2419,                0.72558,                0.69714,                0.74839,                0.43837,                 1.3347,                 1.0878,                 1.5634,                   1.39,                 1.1246,                 1.5764,             0.00042183,             0.00042183,             0.00042183
                     65,                0.91262,                0.79169,                 1.2296,                0.99813,                0.86058,                 1.2494,                0.69806,                0.70335,                0.74962,                0.44079,                 1.3228,                 1.0529,                  1.563,                 1.3692,                 1.0966,                 1.5745,             0.00041712,             0.00041712,             0.00041712
                     66,                0.90303,                0.79883,                 1.2308,                0.98207,                0.88749,                 1.2496,                0.71328,                0.67326,                0.74638,                0.43392,                 1.3447,                 1.1282,                 1.5861,                 1.4101,                 1.1275,                 1.6041,             0.00041241,             0.00041241,             0.00041241
                     67,                 0.9074,                0.79359,                 1.2322,                 0.9933,                0.85701,                 1.2523,                0.72599,                0.67223,                0.74928,                0.43374,                 1.3603,                 1.0296,                 1.5919,                 1.4201,                 1.0727,                 1.6056,             0.00040769,             0.00040769,             0.00040769
                     68,                 0.8962,                0.77574,                  1.228,                0.97188,                0.84653,                 1.2476,                0.74096,                0.72783,                0.77197,                0.44487,                  1.353,                0.99603,                 1.5821,                 1.4067,                 1.0264,                 1.5977,             0.00040298,             0.00040298,             0.00040298
                     69,                0.88492,                0.74656,                 1.1969,                0.96789,                0.82084,                  1.214,                0.71712,                0.70774,                0.75762,                0.44471,                 1.3243,                0.99857,                 1.5474,                 1.3775,                 1.0463,                  1.557,             0.00039827,             0.00039827,             0.00039827
