                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                0.82036,                0.58494,                 1.1198,                0.91285,                0.62352,                 1.1432,                0.81012,                0.70006,                0.78574,                0.45929,                 1.3559,                  1.002,                 1.5192,                 1.4138,                 1.1574,                 1.5182,               0.007822,               0.007822,               0.007822
                     69,                0.82052,                0.58354,                 1.1144,                0.90843,                0.62688,                 1.1357,                0.80094,                0.71046,                0.78686,                0.45921,                 1.3466,                0.99608,                 1.5202,                 1.4117,                 1.1685,                 1.5312,               0.007789,               0.007789,               0.007789
                     70,                0.81941,                0.58746,                 1.1183,                0.90878,                0.62922,                 1.1391,                0.81855,                0.70213,                0.79102,                0.45893,                 1.3547,                0.98297,                 1.5392,                 1.4241,                 1.1245,                 1.5447,               0.007756,               0.007756,               0.007756
                     71,                0.81572,                 0.5899,                 1.1176,                  0.907,                0.62717,                 1.1398,                0.78311,                0.73554,                 0.7917,                0.46292,                 1.3509,                 0.9795,                 1.5345,                 1.4109,                  1.147,                 1.5328,               0.007723,               0.007723,               0.007723
                     72,                0.81702,                0.58343,                 1.1137,                0.90623,                0.62493,                  1.136,                0.79312,                0.71702,                0.78604,                0.46226,                 1.3537,                0.98863,                 1.5324,                 1.4125,                 1.1342,                 1.5314,                0.00769,                0.00769,                0.00769
                     73,                0.81157,                0.57415,                 1.1109,                0.89937,                0.61277,                 1.1329,                0.79692,                0.71183,                0.78203,                 0.4614,                 1.3518,                0.98261,                 1.5355,                 1.4077,                 1.1362,                 1.5339,               0.007657,               0.007657,               0.007657
                     74,                0.80595,                0.57425,                 1.1077,                0.89332,                0.61053,                 1.1303,                0.79175,                0.72472,                0.79456,                0.46266,                 1.3407,                0.97828,                 1.5216,                 1.4175,                 1.1052,                 1.5331,               0.007624,               0.007624,               0.007624
                     75,                 0.8049,                0.57045,                 1.1031,                  0.895,                0.60117,                 1.1237,                0.81889,                0.69671,                0.79235,                0.46335,                 1.3428,                0.98706,                 1.5227,                 1.4123,                 1.1229,                 1.5299,               0.007591,               0.007591,               0.007591
                     76,                0.79482,                0.56277,                 1.1011,                0.88431,                0.59723,                 1.1223,                0.80163,                0.70912,                0.78924,                 0.4618,                 1.3451,                0.99979,                 1.5244,                  1.418,                 1.1282,                 1.5301,               0.007558,               0.007558,               0.007558
                     77,                0.79735,                0.56727,                 1.1029,                0.88536,                0.60454,                  1.123,                0.78077,                0.71145,                0.79456,                0.46611,                 1.3528,                0.99721,                 1.5303,                 1.4089,                 1.1364,                 1.5304,               0.007525,               0.007525,               0.007525
                     78,                0.79699,                0.56624,                 1.0998,                0.88597,                0.59948,                 1.1204,                0.77896,                0.72041,                0.79196,                0.46623,                 1.3618,                0.99394,                 1.5381,                 1.4126,                 1.1344,                  1.534,               0.007492,               0.007492,               0.007492
                     79,                0.79358,                0.56052,                 1.1018,                0.88293,                0.59533,                 1.1252,                0.75862,                0.73672,                0.78858,                0.46121,                 1.3706,                0.99677,                 1.5465,                 1.4186,                 1.1513,                 1.5376,               0.007459,               0.007459,               0.007459
                     80,                0.79088,                0.55989,                 1.1021,                0.88084,                0.58485,                 1.1234,                0.79957,                0.70895,                0.78962,                0.46047,                  1.357,                0.99915,                 1.5285,                 1.4199,                 1.1397,                  1.536,               0.007426,               0.007426,               0.007426
                     81,                 0.7859,                0.55108,                 1.0955,                0.87378,                0.58456,                 1.1168,                0.78713,                0.71943,                0.78899,                0.45931,                 1.3592,                0.99961,                 1.5295,                 1.4287,                 1.1361,                 1.5429,               0.007393,               0.007393,               0.007393
                     82,                0.78459,                0.55159,                 1.0955,                0.87269,                0.57977,                 1.1197,                0.78856,                 0.7169,                0.78754,                0.45638,                 1.3602,                 1.0067,                 1.5347,                 1.4309,                 1.1384,                 1.5426,                0.00736,                0.00736,                0.00736
                     83,                0.78159,                0.54931,                 1.0937,                 0.8683,                0.58144,                 1.1153,                0.80331,                0.70971,                 0.7883,                0.45648,                 1.3586,                 1.0055,                  1.535,                 1.4286,                 1.1227,                 1.5496,               0.007327,               0.007327,               0.007327
                     84,                0.77906,                0.55367,                  1.091,                0.86608,                0.57888,                 1.1108,                0.76309,                0.74984,                0.79012,                0.45601,                  1.359,                  1.008,                 1.5348,                 1.4258,                 1.1371,                 1.5463,               0.007294,               0.007294,               0.007294
                     85,                0.77394,                0.54645,                 1.0902,                0.85993,                0.57647,                 1.1103,                0.76408,                0.75215,                0.78989,                0.45753,                 1.3639,                 1.0101,                 1.5381,                 1.4288,                 1.1438,                 1.5406,               0.007261,               0.007261,               0.007261
