                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.1407,                0.92991,                 1.3978,                 1.2035,                0.99875,                 1.3934,                0.69237,                0.66972,                0.69356,                0.40122,                 1.5812,                 1.3176,                 2.1601,                 1.5937,                  1.323,                  2.133,             0.00037471,             0.00037471,             0.00037471
                     75,                 1.1228,                0.89651,                 1.3901,                 1.1809,                0.96095,                 1.3864,                0.70621,                0.67177,                0.71908,                0.42095,                 1.5779,                  1.241,                  2.168,                 1.5901,                 1.2051,                 2.1476,             0.00036999,             0.00036999,             0.00036999
                     76,                 1.1461,                0.91563,                 1.3979,                 1.2041,                0.97088,                 1.3956,                0.66157,                0.67392,                0.69158,                0.40943,                 1.5359,                 1.5321,                  2.108,                 1.5559,                 1.5144,                 2.1081,             0.00036528,             0.00036528,             0.00036528
                     77,                 1.1261,                0.89456,                 1.3897,                 1.1927,                0.95014,                 1.3962,                0.69841,                0.68659,                0.72068,                0.41562,                 1.5613,                 1.1207,                 2.1586,                 1.5889,                 1.1242,                 2.1616,             0.00036057,             0.00036057,             0.00036057
                     78,                 1.1159,                0.90203,                 1.3885,                 1.1704,                0.96596,                 1.3897,                0.66856,                 0.6975,                0.71273,                0.40899,                 1.5529,                 1.3043,                 2.1416,                 1.5832,                 1.2864,                 2.1383,             0.00035586,             0.00035586,             0.00035586
                     79,                 1.1282,                0.90234,                 1.3866,                 1.1858,                0.97418,                 1.3917,                0.68855,                0.67241,                0.70533,                 0.4067,                 1.5395,                   1.22,                 2.0882,                 1.5675,                  1.191,                 2.0834,             0.00035115,             0.00035115,             0.00035115
                     80,                 1.1038,                0.89973,                 1.3733,                 1.1666,                0.95655,                 1.3819,                0.69409,                0.69031,                0.72234,                0.42434,                 1.5803,                  1.219,                 2.1333,                 1.6049,                 1.2228,                 2.1269,             0.00034643,             0.00034643,             0.00034643
                     81,                 1.1095,                0.85881,                 1.3746,                 1.1711,                0.92291,                 1.3809,                0.69363,                0.68542,                0.72203,                0.42274,                 1.5717,                 1.1967,                 2.1452,                 1.5931,                  1.206,                 2.1269,             0.00034172,             0.00034172,             0.00034172
                     82,                 1.0975,                0.85558,                 1.3701,                 1.1612,                0.90899,                 1.3705,                 0.6842,                 0.6913,                0.73644,                0.42869,                  1.562,                 1.2573,                 2.1279,                 1.5885,                 1.2066,                 2.1267,             0.00033701,             0.00033701,             0.00033701
                     83,                 1.1283,                0.87064,                 1.3905,                  1.191,                0.92255,                 1.3897,                0.67975,                0.71908,                0.72865,                0.42439,                 1.5376,                 1.1058,                 2.1032,                  1.551,                 1.1198,                 2.0853,              0.0003323,              0.0003323,              0.0003323
